DATEAPRECV,DCSTAT,KEYVAL,OBJECTID,PROPOSAL,REFVAL,PROPNO,CREATEDBY,MODIFIEDBY,DATE_CREATED,DATE_MODIFIED,STATUS,TRANSACTION_TYPE,SYMBOL,MAP_AREA,X,Y,DECSN,OFFCODE,DCAPPTYP,DCAREATM,DATEAPVAL,MAP_X,MAP_Y,LATITUDE,LONGITUDE,SE_ANNO_CAD_DATA,DCPREAPP
2025/08/26 00:00:00+00,HAPP,T1LZ5ZSJGLH00,12652216,Installation of bay window to front elevation,25/01678/FUL,0028P3SJBU000,lharrisonDC2,lharrisonDC2,2025/08/27 10:08:56+00,2025/08/27 10:08:56+00,1,NONE,1,879.7585,456207,454890,HAPP,CWRIGH,FUL,WEST,2025/09/17 00:00:00+00,456207.0888558,454890.23137406,53.9870129204732,-1.14429657784982,,F
2025/08/27 00:00:00+00,PER,T1N4SLSJGLP00,12652217,Replacement shopfront,25/01679/FUL,001XQ4SJBU000,lharrisonDC2,lharrisonDC2,2025/08/27 10:38:23+00,2025/08/27 10:38:23+00,1,NONE,1,107.1945,460628,451676,PER,ADOWNE,FUL,EAST,2025/08/28 00:00:00+00,460627.55235231,451675.54942756,53.9576254062113,-1.07752922539793,,F
2025/08/27 00:00:00+00,HAPP,T1N4TPSJGLU00,12652218,Two storey side extension following demolition of a detached garage,25/01681/FUL,0008CPSJBU000,nfirbyDC2,nfirbyDC2,2025/08/27 11:29:29+00,2025/08/27 11:29:29+00,1,NONE,1,234.82131462,467922,445035,HAPP,AGALLI,FUL,EAST,2025/08/28 00:00:00+00,467922.08198341,445034.80331824,53.8970450523947,-.967853166103853,,F
2025/08/27 00:00:00+00,HAPP,T1NL8WSJ0GB00,12652219,First floor rear extension,25/01684/FUL,000BUJSJBU000,lharrisonDC2,lharrisonDC2,2025/08/27 13:00:52+00,2025/08/27 13:00:52+00,1,NONE,1,224.87083031,462713,460172,HAPP,AGALLI,FUL,EAST,2025/09/03 00:00:00+00,462712.52897522,460172.30433796,54.0337326419269,-1.04401191315675,,F
2025/08/27 00:00:00+00,HAPP,T1NLYSSJ0GB00,12652220,Dormer to rear and rooflight to front (retrospective),25/01686/FUL,000RMZSJBU000,lharrisonDC2,lharrisonDC2,2025/08/27 13:35:06+00,2025/08/27 13:35:06+00,1,NONE,1,346.66325,462348,452466,HAPP,KSTRET,FUL,EAST,2025/09/01 00:00:00+00,462348.3309508,452465.91657075,53.9645238887173,-1.05114737487587,,F
2025/08/15 00:00:00+00,NOC,T1154NSJGGY00,12652221,Crown lift 1no. Oak to 5.2m above ground level to over highway and up to 1m lateral reduction of crown over driveway - tree protected by Tree Preservation Order 189A,25/01616/TPO,001VM5SJBU000,lharrisonDC2,lharrisonDC2,2025/08/27 13:42:04+00,2025/08/27 13:42:04+00,1,NONE,1,626.0954,463368,460100,NOC,MSTUBB,TPO,GREEN,2025/08/15 00:00:00+00,463367.82475829,460100.47112145,54.033007200954,-1.0340235428421,,F
2025/08/27 00:00:00+00,HAPP,T1NLHNSJGM300,12652223,"Two storey rear extension and single storey front, side and rear extensions",25/01685/FUL,002943SJBU000,nfirbyDC2,nfirbyDC2,2025/08/27 14:27:24+00,2025/08/27 14:27:24+00,1,NONE,1,571.67342991,458014,451047,HAPP,CWRIGH,FUL,WEST,2025/08/28 00:00:00+00,458013.84589501,451047.06671333,53.9522765655046,-1.11747580088741,,F
2025/10/10 00:00:00+00,HAPP,T3WM62SJH9L00,12652224,"Single storey side/rear extension, dormer to rear and replacement windows throughout",25/02026/FUL,001SO5SJBU000,lharrisonDC2,lharrisonDC2,2025/10/10 13:10:19+00,2025/10/10 13:10:19+00,1,NONE,1,404.08727,462562,453094,HAPP,ACARR,FUL,EAST,2025/10/13 00:00:00+00,462561.79747485,453094.15370112,53.9701437866835,-1.04776546258179,,F
2025/10/10 00:00:00+00,CER,T3X2TWSJH9S00,12652225,Certificate of lawfulness for proposed development of a single storey rear extension as shown in Drawing no. P001 (Plans and Elevations as Proposed).,25/02033/CPD,0006F4SJBU000,lharrisonDC2,lharrisonDC2,2025/10/10 14:43:22+00,2025/10/10 14:43:22+00,1,NONE,1,305.20584,458189,453816,CER,CORGAN,CPD,WEST,2025/10/13 00:00:00+00,458189.30378398,453815.77329033,53.9771382452954,-1.11427531702207,,F
2025/10/07 00:00:00+00,NOC,T3R27FSJH7I00,12652226,"Remedial pruning for highway clearnance and safety (as per submitted specification and annotated photographs) of 3no. Beech and 1no. Ash protected by Tree Preservation Order CYC 158",25/02001/TPO,000KNGSJBU000,lharrisonDC2,lharrisonDC2,2025/10/10 15:45:57+00,2025/10/10 15:45:57+00,1,NONE,1,156.05772909,460885,449575,NOC,MSTUBB,TPO,GREEN,2025/10/07 00:00:00+00,460884.61820209,449575.21474799,53.9387205033972,-1.07403021543171,,F
2025/10/07 00:00:00+00,NOC,T3R27RSJH7K00,12652227,"Up to 3m crown reduction (as per annotated photo), shape and removal of epicormic growth up to 5m of 1no. Lime protected by Tree Preservation Order CYC 44",25/02002/TPO,0023K6SJBU000,lharrisonDC2,lharrisonDC2,2025/10/10 15:53:16+00,2025/10/10 15:53:16+00,1,NONE,1,18.30677207,460080,450006,NOC,MSTUBB,TPO,GREEN,2025/10/07 00:00:00+00,460080.28699284,450005.74921588,53.9426833322281,-1.08619635402064,,F
2025/10/13 00:00:00+00,NOB,T42MXKSJHAE00,12652228,Crown reduction of 8no. trees as per submitted specification -trees in a conservation area,25/02042/TCA,K0YFLDSJ05Y00,lharrisonDC2,lharrisonDC2,2025/10/14 08:46:33+00,2025/10/14 08:46:33+00,1,NONE,1,500.512625,465750,456082,NOB,MSTUBB,TCA,GREEN,2025/10/13 00:00:00+00,465749.67798976,456082.12224126,53.9965997885965,-.998532060379814,,F
2025/10/13 00:00:00+00,NOB,T42MXYSJHAG00,12652229,Crown reduce 1no. conifer to same height as rest of hedge - tree in a conservation area,25/02043/TCA,0006E6SJBU000,lharrisonDC2,lharrisonDC2,2025/10/14 08:55:05+00,2025/10/14 08:55:05+00,1,NONE,1,13.50499579,465600,456140,NOB,MSTUBB,TCA,GREEN,2025/10/13 00:00:00+00,465599.50402872,456139.83627795,53.997137480806,-1.00081004008546,,F
2025/10/07 00:00:00+00,NOB,T3RR62SJH7V00,12652230,Fell 1no. Yew  - tree in a conservation area,25/02010/TCA,0017K6SJBU000,gmitchDC2,gmitchDC2,2025/10/14 09:39:18+00,2025/10/14 09:39:18+00,1,NONE,1,10.20377459,458950,452846,NOB,MSTUBB,TCA,GREEN,2025/10/07 00:00:00+00,458949.80604343,452845.51909035,53.9683329803494,-1.10286874932574,,F
2025/10/14 00:00:00+00,HAPP,T448JOSJ0GB00,12652231,Single storey rear extension,25/02046/FUL,002CICSJBU000,lharrisonDC2,lharrisonDC2,2025/10/14 09:50:59+00,2025/10/14 09:50:59+00,1,NONE,1,412.395,461570,455607,HAPP,ACARR,FUL,EAST,2025/10/17 00:00:00+00,461570.13127879,455607.12414324,53.9928453357746,-1.06237377085732,,F
2025/05/02 00:00:00+00,HAPP,SVMSGISJ0FL00,12652232,Two storey and single storey side extension,25/00888/FUL,00272HSJBU000,jbarnettDC2,jbarnettDC2,2025/06/06 06:44:22+00,2025/06/06 06:44:22+00,1,NONE,1,463.869825,459009,453780,HAPP,CWRIGH,FUL,WEST,2025/06/06 00:00:00+00,459008.7980407,453780.03764768,53.9767243983081,-1.10178906073388,,F
2025/06/04 00:00:00+00,NOB,SXC1KISJFGU00,12652233,Fell 1no. Portuguese Laurel - tree in a conservation area,25/01126/TCA,K0YFQ1SJ05Y00,jbarnettDC2,jbarnettDC2,2025/06/06 07:27:19+00,2025/06/06 07:27:19+00,1,NONE,1,587.40284071,465801,456088,NOB,MSTUBB,TCA,GREEN,2025/06/04 00:00:00+00,465801.23633199,456087.68990888,53.9966432683422,-.997744511340025,,F
2025/06/04 00:00:00+00,NOC,SXC1IXSJFGR00,12652234,Up to 20% crown reduction of 1no. Mulberry plus removal of cracked limb (as identified in submitted photograph) - tree protected by Tree Preservation Order 1978/13,25/01125/TPO,000QNTSJBU000,jbarnettDC2,jbarnettDC2,2025/06/06 07:40:23+00,2025/06/06 07:40:23+00,1,NONE,1,830.256375,459993,458461,NOC,MSTUBB,TPO,GREEN,2025/06/04 00:00:00+00,459992.71159141,458461.20404355,54.0186787316329,-1.08586863677385,,F
2025/06/05 00:00:00+00,HAPP,SXDFIBSJFH900,12652235,Two storey side and single storey rear extension,25/01129/FUL,000R9HSJBU000,drobertsDC2,drobertsDC2,2025/06/06 09:25:01+00,2025/06/06 09:25:01+00,1,NONE,1,263.55288102,456277,451264,HAPP,SFRANC,FUL,WEST,2025/06/12 00:00:00+00,456276.95167342,451263.60170357,53.9544139351973,-1.14389934562657,,F
2025/06/06 00:00:00+00,HAPP,SXFA5OSJFHU00,12652236,Single storey rear extension following partial demolition of outbuilding,25/01137/FUL,001BG3SJBU000,drobertsDC2,drobertsDC2,2025/06/06 10:02:56+00,2025/06/06 10:02:56+00,1,NONE,1,135.7302,460215,450973,HAPP,SFRANC,FUL,WEST,2025/06/09 00:00:00+00,460214.84325224,450972.57555768,53.9513561908107,-1.08395643008859,,F
2025/06/05 00:00:00+00,PER,SXE4HZSJFHH00,12652237,Variation of condition 5 of permitted application 24/02016/FUL to alter window materials,25/01133/FUL,0008HGSJBU000,jbarnettDC2,jbarnettDC2,2025/06/06 11:04:03+00,2025/06/06 11:04:03+00,1,NONE,1,8739.91196768,460759,453037,PER,JKENYO,FUL,EAST,2025/06/06 00:00:00+00,460758.98053303,453037.34373343,53.9698478284451,-1.07525578801868,,F
2025/07/03 00:00:00+00,NOB,SYTQTUSJFVV00,12652238,Fell 1no. Ornamental Cherry (B)- crown reduction of 6no. trees (C-H) as submitted  - trees in a conservation area,25/01350/TCA,002B3BSJBU000,lharrisonDC2,lharrisonDC2,2025/07/04 08:04:53+00,2025/07/04 08:04:53+00,1,NONE,1,1335.13964905,461773,456398,NOB,MSTUBB,TCA,GREEN,2025/07/03 00:00:00+00,461773.11713328,456397.80055446,53.9999265219785,-1.05911797374798,,F
2025/06/30 00:00:00+00,NOC,SYV8AJSJ0GB00,12652239,Crown reduce 2no. London Plane trees as per submitted specifications - trees protected by Tree Preservation Order,25/01354/TPO,P0L2RLSJ05Y00,lharrisonDC2,lharrisonDC2,2025/07/04 08:26:26+00,2025/07/04 08:26:26+00,1,NONE,1,57.17114883,459801,449947,NOC,MSTUBB,TPO,GREEN,2025/06/30 00:00:00+00,459801.03824839,449947.24351746,53.9421898389599,-1.09046140064046,,F
2025/11/26 00:00:00+00,PCO,T6CF9ESJHYJ00,12652240,"Installation of entrance steps, ramp and canopy to rear building, metal fencing to car park and signage to south elevation",25/02359/FUL,0008PHSJBU000,lharrisonDC2,lharrisonDC2,2025/11/27 10:50:54+00,2025/11/27 10:50:54+00,1,NONE,1,157.6990421,459208,451028,,EPOT,FUL,WEST,2025/11/27 00:00:00+00,459207.57338574,451028.22235892,53.9519722730936,-1.0992919477437,,F
2025/11/26 00:00:00+00,HAPP,T6CFA9SJHYO00,12652241,Single storey rear extension,25/02361/FUL,001V3GSJBU000,lharrisonDC2,lharrisonDC2,2025/11/27 11:18:05+00,2025/11/27 11:18:05+00,1,NONE,1,650.90101407,463320,460154,HAPP,AGALLI,FUL,EAST,2025/11/27 00:00:00+00,463319.73115736,460154.07888281,54.0334948316926,-1.03474654028791,,F
2025/11/26 00:00:00+00,PCO,T6CF9MSJHYL00,12652242,"External works to include the installation of entrance steps, ramp and canopy to rear building, metal fencing to car park and signage to south elevation",25/02360/LBC,0008PHSJBU000,lharrisonDC2,lharrisonDC2,2025/11/27 12:02:48+00,2025/11/27 12:02:48+00,1,NONE,1,186.3961151,459208,451026,,EPOT,LBC,WEST,2025/11/27 00:00:00+00,459207.89290831,451026.34966013,53.9519554073873,-1.09928744214629,,F
2025/11/27 00:00:00+00,REF,T6DL22SJHZ800,12652243,Non-material amendment to permitted application 25/00079/FUL for the reduction in roof height of rear projection and relocation of windows to rear extension,25/02363/NONMAT,000GF7SJBU000,lharrisonDC2,lharrisonDC2,2025/11/27 12:27:23+00,2025/11/27 12:27:23+00,1,NONE,1,97.326585,470059,447586,REF,AGALLI,NONMAT,EAST,2025/11/27 00:00:00+00,470058.71261846,447586.30649492,53.919689641674,-.93476104944768,,F
2025/11/27 00:00:00+00,HAPP,T6DTARSJHZK00,12652244,"Single storey front, side and rear extensions, conversion of integral garage to habitable space, application of render to front elevation and 1no. bay window to rear",25/02368/FUL,001SIFSJBU000,lharrisonDC2,lharrisonDC2,2025/11/27 12:48:06+00,2025/11/27 12:48:06+00,1,NONE,1,339.5373,458962,449026,HAPP,CORGAN,FUL,WEST,2025/11/28 00:00:00+00,458961.75617728,449025.99859062,53.9340070319657,-1.10342299185796,,F
2025/11/27 00:00:00+00,PCO,T6DTA9SJHZF00,12652245,"Replacement shopfront, single storey rear extension following demolition of single storey link extension to warehouse and conversion of rear warehouse to 1no. dwelling (use class c3) with associated external alterations",25/02366/FUL,000UOLSJBU000,lharrisonDC2,lharrisonDC2,2025/11/27 13:28:49+00,2025/11/27 13:28:49+00,1,NONE,1,489.99370989,460499,452074,,EPOT,FUL,EAST,2025/11/28 00:00:00+00,460499.11733206,452074.27823078,53.9612236096272,-1.07940736469344,,F
2025/11/27 00:00:00+00,PCO,T6DTAHSJHZH00,12652246,"Internal and external alterations to include replacement shopfront, single storey rear extension following demolition of single storey link extension to warehouse and conversion of rear warehouse to 1no. dwelling (use class c3) with associated external alterations",25/02367/LBC,000UOLSJBU000,lharrisonDC2,lharrisonDC2,2025/11/27 13:45:27+00,2025/11/27 13:45:27+00,1,NONE,1,486.23601613,460499,452074,,EPOT,LBC,EAST,2025/11/28 00:00:00+00,460498.99573369,452074.28345618,53.96122367078,-1.07940921670338,,F
2025/11/27 00:00:00+00,PCO,T6DL2KSJHZA00,12652247,Installation of 2no. extraction flues to rear,25/02364/FUL,001X8KSJBU000,lharrisonDC2,lharrisonDC2,2025/11/27 14:06:43+00,2025/11/27 14:06:43+00,1,NONE,1,146.45490624,460280,451649,,KSTRET,FUL,EAST,2025/12/16 00:00:00+00,460280.26639581,451648.79767198,53.9574255040054,-1.08282635857508,,F
2025/11/27 00:00:00+00,PCO,T6DL2KSJHZB00,12652248,Internal and external works to include the installation of 2no. extraction flues to rear and internal redecoration,25/02365/LBC,001X8KSJBU000,lharrisonDC2,lharrisonDC2,2025/11/27 14:28:03+00,2025/11/27 14:28:03+00,1,NONE,1,154.47748437,460280,451649,,KSTRET,LBC,EAST,2025/12/16 00:00:00+00,460279.88110912,451648.96572584,53.9574270590383,-1.08283219631421,,F
2025/11/27 00:00:00+00,REF,T6E1MHSJHZN00,12652249,Subdivision of existing dwelling into 2no. apartments,25/02369/FUL,000D31SJBU000,lharrisonDC2,lharrisonDC2,2025/11/27 15:26:39+00,2025/11/27 15:26:39+00,1,NONE,1,240.90079433,460803,451078,REF,KSTRET,FUL,EAST,2025/11/28 00:00:00+00,460802.51953736,451077.61529205,53.9522315484473,-1.07498203467309,,F
2025/12/05 00:00:00+00,INV,T6SMNSSJI4C00,12652250,Single storey side extension and porch to front,25/02428/FUL,000URRSJBU000,lharrisonDC2,lharrisonDC2,2025/12/08 12:15:45+00,2025/12/08 12:17:19+00,1,NONE,1,1666.26988126,466711,452341,,AGALLI,FUL,EAST,,466711.47036204,452341.0424678,53.9628583545158,-.984680881865624,,F
2025/12/08 00:00:00+00,PDE,T6XYK0SJI4W00,12652251,Single storey rear extension and porch to front,25/02435/FUL,002BXOSJBU000,lharrisonDC2,lharrisonDC2,2025/12/08 13:02:27+00,2025/12/08 13:02:27+00,1,NONE,1,519.275,458052,454523,,LWARSA,FUL,WEST,2025/12/09 00:00:00+00,458052.33176269,454522.54432766,53.9835050899355,-1.11622906448147,,F
2025/06/17 00:00:00+00,NOB,SY57DJSJ0FL00,12652252,Fell 1no. Sycamore (T1)  and clear roof from Sycamore Group (TG1) - trees in a conservation area,25/01242/TCA,0008PHSJBU000,jbarnettDC2,jbarnettDC2,2025/06/20 07:05:52+00,2025/06/20 07:05:52+00,1,NONE,1,607.0205273,459146,451115,NOB,MSTUBB,TCA,GREEN,2025/06/17 00:00:00+00,459146.43790971,451114.71613789,53.9527565372026,-1.10020666469532,,F
2025/06/19 00:00:00+00,NOB,SY3KHSSJFNZ00,12652253,Fell 1no. Maple (T1) and 1no. Alder (T2) - tree in a conservation area,25/01229/TCA,00203CSJBU000,jbarnettDC2,jbarnettDC2,2025/06/20 07:52:42+00,2025/06/20 07:52:42+00,1,NONE,1,429.61132799,465404,455926,NOB,MSTUBB,TCA,GREEN,2025/06/19 00:00:00+00,465404.1068572,455925.85363883,53.9952393004514,-1.00383610011446,,F
2025/06/19 00:00:00+00,PDE,SY41TNSJFOF00,12652254,"Erection of 3no. commercial units (Class E) with associated car parking, service areas and bin and bike stores",25/01238/FUL,QQ7MV9SJ0FV00,lharrisonDC2,lharrisonDC2,2025/06/20 08:49:51+00,2025/06/20 08:49:51+00,1,NONE,1,3261.37107043,467242,451556,,EPOT,FUL,EAST,2025/07/23 00:00:00+00,467241.86814901,451556.46212771,53.9557393372932,-.976770676645522,,F
2025/06/19 00:00:00+00,NOB,SY3KI0SJFO100,12652255,Crown reduce 1no. Cherry (T1) up to 50% - tree in a conservation area,25/01230/TCA,002CAKSJBU000,lharrisonDC2,lharrisonDC2,2025/06/20 08:58:32+00,2025/06/20 08:58:32+00,1,NONE,1,3.37624895,460822,452578,NOB,MSTUBB,TCA,GREEN,2025/06/19 00:00:00+00,460822.078125,452578.1484375,53.9657138546395,-1.07438546399795,,F
2025/06/18 00:00:00+00,NOB,SY5CS6SJ0FL00,12652256,Notification under section 5 of The Electronic Communications Code (Conditions and Restrictions) Regulations 2003 for the following equipment- 1no. 10m high pole adjacent Cromwell House,25/01244/TCNOT,HPY0U6SJ10053,jbarnettDC2,jbarnettDC2,2025/06/20 09:05:27+00,2025/06/20 09:05:27+00,1,NONE,1,18.70461136,460193,451301,NOB,JKENYO,TCNOT,WEST,2025/06/18 00:00:00+00,460192.8083529,451301.40987383,53.954313843194,-1.08422741210754,,F
2025/06/20 00:00:00+00,NOB,SY5DDYSJ0GB00,12652257,Notification under section 5 of The Electronic Communications Code (Conditions and Restrictions) Regulations 2003 for the following equipment- 1no. 10m pole adjacent to 29 Front Street,25/01245/TCNOT,HPY0UASJ10002,lharrisonDC2,lharrisonDC2,2025/06/20 09:12:30+00,2025/06/20 09:12:30+00,1,NONE,1,1.27547182,457346,451294,NOB,LWARSA,TCNOT,WEST,2025/06/20 00:00:00+00,457346.03425,451293.86793751,53.9545687809943,-1.12760428847075,,F
2025/06/20 00:00:00+00,NOB,SY5DOISJ0GB00,12652258,Notification under section 5 of The Electronic Communications Code (Conditions and Restrictions) Regulations 2003 for the following equipment- 1no. 9m pole adjacent to the rear of 24 Bramham Road,25/01247/TCNOT,HPY0UDSJ10041,lharrisonDC2,lharrisonDC2,2025/06/20 09:18:17+00,2025/06/20 09:18:17+00,1,NONE,1,2.43840202,456512,450978,NOB,LWARSA,TCNOT,WEST,2025/06/20 00:00:00+00,456512.39362501,450977.50581248,53.9518172651536,-1.14036482565983,,F
2025/06/20 00:00:00+00,INVNOD,SY5E4OSJ0GB00,12652259,Notification under section 5 of The Electronic Communications Code (Conditions and Restrictions) Regulations 2003 for the following equipment- removal of 15m high lattice tower to be replaced with 25m lattice tower and removal of existing 3no. antennas to be replaced with proposed 6no. antennas and development ancillary thereto,25/01248/TCNOT,I13WEGSJ50000,lharrisonDC2,lharrisonDC2,2025/06/20 09:30:05+00,2025/06/20 09:30:05+00,1,NONE,1,31.01039156,461937,447349,INVNOD,SJ,TCNOT,EAST,,461937.07167276,447348.58777826,53.9185862147143,-1.05845090388187,,F
2025/06/19 00:00:00+00,PER,SY41VISJFOJ00,12652260,Change of use of industrial warehouse (Use Class B2)  to Research and Development Laboratory (Use Class E(g)ii) with internal alterations to provide accommodation over two floors with internal staircase and associated external alterations including additional UPVc windows,25/01240/FUL,00221PSJBU000,lharrisonDC2,lharrisonDC2,2025/06/20 09:50:58+00,2025/06/20 09:53:11+00,1,NONE,1,4045.67644906,467394,451878,PER,SJ,FUL,EAST,2025/06/20 00:00:00+00,467393.71501071,451877.60930813,53.9586055310288,-.974386237093396,,F
2025/10/14 00:00:00+00,HREF,T449A3SJHAY00,12652261,Erection of fencing to side boundary,25/02048/FUL,000GKJSJBU000,lharrisonDC2,lharrisonDC2,2025/10/14 11:34:43+00,2025/10/14 11:34:43+00,1,NONE,1,432.69485,461511,448193,HREF,ACARR,FUL,EAST,2025/10/20 00:00:00+00,461510.97916092,448192.83264601,53.9262237494303,-1.0647679841974,,F
2025/10/14 00:00:00+00,HAPP,T449ASSJHB000,12652262,"Single storey side and rear extensions, replacement windows throughout and installation of solar panels",25/02049/FUL,0010NCSJBU000,lharrisonDC2,lharrisonDC2,2025/10/14 11:53:00+00,2025/10/14 11:53:00+00,1,NONE,1,1408.585,461678,456056,HAPP,ACARR,FUL,EAST,2025/10/15 00:00:00+00,461677.59065707,456055.68906812,53.9968635496683,-1.06064424790482,,F
2025/10/07 00:00:00+00,NOC,T3RR6ASJH7X00,12652263,Crown lift to 3.5m above ground level and lateral branch reduction over 52 St Oswalds Road of 1no. Ash protected by Tree Preservation Order 13/1981,25/02011/TPO,0003GFSJBU000,gmitchDC2,gmitchDC2,2025/10/14 12:30:30+00,2025/10/14 12:30:30+00,1,NONE,1,20.29500756,460497,449594,NOC,MSTUBB,TPO,GREEN,2025/10/07 00:00:00+00,460497.20672801,449594.38179621,53.9389380798662,-1.07992703335703,,F
2025/10/09 00:00:00+00,NOB,T3UZSJSJH8Y00,12652264,Fell 3no. Willow- crown raise up to 3m over path and up to 2.4m lateral branch reduction of 2no. Lime,25/02019/TCA,002085SJBU000,gmitchDC2,gmitchDC2,2025/10/14 13:18:47+00,2025/10/14 13:18:47+00,1,NONE,1,143.48635185,460171,452892,NOB,MSTUBB,TCA,GREEN,2025/10/09 00:00:00+00,460170.89680743,452891.67328637,53.9686073855384,-1.0842481798912,,F
2025/10/14 00:00:00+00,PCO,T44HIUSJHB800,12652265,Shopfront alterations,25/02053/FUL,00205OSJBU000,lharrisonDC2,lharrisonDC2,2025/10/14 13:57:10+00,2025/10/14 13:57:10+00,1,NONE,1,2898.8529389,462290,454058,,ADOWNE,FUL,EAST,2025/10/15 00:00:00+00,462289.68598264,454057.90997263,53.9788373302772,-1.05171644490257,,F
2025/10/14 00:00:00+00,HAPP,T44HJBSJHBA00,12652266,"Detached garden building to rear and installation of boundary walls, gates and fencing to front and side boundaries, to the front of the house.",25/02054/FUL,0019X0SJBU000,lharrisonDC2,lharrisonDC2,2025/10/14 14:35:41+00,2025/10/14 14:35:41+00,1,NONE,1,782.24745,458447,449370,HAPP,CORGAN,FUL,WEST,2025/10/15 00:00:00+00,458447.41874909,449370.28647031,53.937159230365,-1.11119023846372,,F
2025/06/30 00:00:00+00,NOB,SYOF7CSJFUB00,12652267,Fell 1no. Willow - tree in a conservation area,25/01328/TCA,000VUDSJBU000,lharrisonDC2,lharrisonDC2,2025/07/04 08:33:13+00,2025/07/04 08:33:13+00,1,NONE,1,685.22405,459637,447596,NOB,MSTUBB,TCA,GREEN,2025/06/30 00:00:00+00,459636.98208674,447596.48624214,53.9210833492825,-1.09341820461969,,F
2025/07/03 00:00:00+00,HAPP,SYTZ7TSJFW200,12652268,"Raising of roof height, dormer to rear, rooflights to front and alterations to fenestration",25/01353/FUL,000A26SJBU000,lharrisonDC2,lharrisonDC2,2025/07/04 08:55:18+00,2025/07/04 08:55:18+00,1,NONE,1,254.77655,463176,450888,HAPP,KSTRET,FUL,EAST,2025/07/09 00:00:00+00,463176.3480479,450888.14203991,53.9502450064301,-1.03885441211967,,F
2025/07/04 00:00:00+00,PER,SYVD5DSJFW800,12652269,"Variation of condition 2 of permitted application 20/02043/FUL to increase the glazing to the rear elevation, change the external wall finish between the main roof and lounge roof to GRP and addition of solar panels to roof.",25/01355/FUL,R2LXU0SJ0FV00,lharrisonDC2,lharrisonDC2,2025/07/04 11:23:47+00,2025/07/04 11:23:47+00,1,NONE,1,336.3858482,456472,446666,PER,TSCARS,FUL,WEST,2025/07/18 00:00:00+00,456471.93666411,446665.96334419,53.9130749496779,-1.14177639594632,,F
2025/07/04 00:00:00+00,PER,SYVD79SJFWD00,12652270,External alterations including relocation of fire exit,25/01356/FUL,0014QXSJBU000,lharrisonDC2,lharrisonDC2,2025/07/04 13:13:05+00,2025/07/04 13:13:05+00,1,NONE,1,1158.60786453,458398,455273,PER,EPOT,FUL,WEST,2025/07/07 00:00:00+00,458397.98669954,455273.33386236,53.9902132645883,-1.11081508008126,,F
2025/07/22 00:00:00+00,NOB,T05JUOSJ0GB00,12652271,"Fell 2no. trees (1no. Walnut, 1no. Birch) - trees in a conservation area",25/01505/TCA,000ZSSSJBU000,lharrisonDC2,lharrisonDC2,2025/07/29 08:38:43+00,2025/07/29 08:38:43+00,1,NONE,1,678.28,460879,455651,NOB,MSTUBB,TCA,GREEN,2025/07/22 00:00:00+00,460878.68941466,455651.00962983,53.9933214899318,-1.07290989022663,,F
2025/07/29 00:00:00+00,HAPP,T05FI2SJG7W00,12652272,Single storey side extension,25/01504/FUL,0029A5SJBU000,gmitchDC2,gmitchDC2,2025/07/29 08:46:04+00,2025/07/29 08:46:04+00,1,NONE,1,614.80285625,456257,446558,HAPP,CWRIGH,FUL,WEST,2025/07/30 00:00:00+00,456256.86671084,446557.56866053,53.9121241761424,-1.14507003635966,,F
2025/07/28 00:00:00+00,NOB,T049UZSJG7O00,12652273,Fell 1no. Plum - tree in a conservation area,25/01503/TCA,001A7QSJBU000,lharrisonDC2,lharrisonDC2,2025/07/29 10:20:43+00,2025/07/29 10:20:43+00,1,NONE,1,852.33875,461730,456111,NOB,MSTUBB,TCA,GREEN,2025/07/28 00:00:00+00,461729.74313409,456111.22362418,53.9973563904486,-1.05983757757997,,F
2025/08/07 00:00:00+00,PER,T0MSH9SJGD800,12652274,Non-Material amendment to permitted application 25/01133/FUL for a reduction in building height,25/01574/NONMAT,0008HGSJBU000,lharrisonDC2,lharrisonDC2,2025/08/08 15:23:12+00,2025/08/08 15:23:12+00,1,NONE,1,8927.35580501,460760,453036,PER,JKENYO,NONMAT,EAST,2025/08/07 00:00:00+00,460760.09785011,453036.36570962,53.9698389083783,-1.075238952206,,F
2025/08/11 00:00:00+00,REF,T0TYU8SJGEL00,12652275,"Display of 1no. high level handwritten sign, 2 no. amenity boards, 1no. hanging sign, 2no. lanterns and 4no. floodlights",25/01593/ADV,00205USJBU000,lharrisonDC2,lharrisonDC2,2025/08/12 08:55:16+00,2025/08/12 08:55:16+00,1,NONE,1,615.31741355,460213,452377,REF,KSTRET,ADV,EAST,2025/09/05 00:00:00+00,460212.85818842,452376.8540987,53.9639760617135,-1.08371007160387,,F
2025/08/11 00:00:00+00,REF,T0TYUZSJGEO00,12652276,"External works including the redecoration of the building, display of 1no. high level handwritten sign, 2 no. amenity boards, 1no. hanging sign, 2no. lanterns and 4no. floodlights",25/01594/LBC,00205USJBU000,lharrisonDC2,lharrisonDC2,2025/08/12 09:02:57+00,2025/08/12 09:02:57+00,1,NONE,1,618.741375,460213,452377,REF,KSTRET,LBC,EAST,2025/09/05 00:00:00+00,460212.90208651,452376.88305363,53.9639763168179,-1.0837093968881,,F
